,Date,Headline,Positive,Negative,Neutral
0,2009-12-18,"Kindle Sales Make Amazon Proud (AMZN, SNE, BKS, NWSA)",0.8090072274208069,0.007935854606330395,0.18305695056915283
1,2010-03-01,Amazon (NasdaqGS: AMZN) Jumps Towards The 50MA .,0.7893072962760925,0.09409865736961365,0.11659396439790726
2,2010-08-26,CA Technologies Expands Support for Amazon Web Services,0.7849249839782715,0.00858120247721672,0.20649376511573792
3,2010-12-09,"Amazon Down Slightly, Website Still Up",0.10782681405544281,0.8410447239875793,0.051128488034009933
4,2011-03-22,Online Pioneer Amazon.com Can Expand Its 401K Plan for More Diversification,0.8874507546424866,0.007878041826188564,0.1046711653470993
5,2011-06-27,Amazon climbs on holiday view,0.6321448087692261,0.04971303045749664,0.3181420862674713
6,2011-07-21,"Earnings Preview: Analysts Expect Amazon.com Revenue, Earnings to Dip from Previous Quarter",0.009844496846199036,0.9753696322441101,0.01478587556630373
7,2011-07-27,US Stock Futures Flat; Amazon Shares Rise In Pre-Market Trading,0.1048838272690773,0.8612499237060547,0.033866189420223236
8,2011-09-28,Barnes and Noble Trading Over 7% Lower after Amazon Releases its $79.99 Reader,0.008885642513632774,0.9671525359153748,0.023961814120411873
9,2011-10-03,UPDATE: Stifel Nicolaus Upgrades Amazon to Buy,0.5691724419593811,0.01227632723748684,0.41855117678642273
10,2011-10-20,"Amazon.com Earnings Preview: Analysts Expect Rising Revenue, Falling EPS",0.010238535702228546,0.9734496474266052,0.016311783343553543
11,2011-10-24,Atmel Defeats Taiwan Rivals; Wins Touch Controller Orders for Amazon's Tablets -Digitimes,0.9474763870239258,0.017856113612651825,0.03466762229800224
12,2011-10-26,Is Amazon a Buy After Poor Q3 Earnings?,0.033271096646785736,0.8645797371864319,0.10214921087026596
13,2011-12-01,Amazon.com Could Profit if Forced to Collect Sales Tax,0.04909636080265045,0.6287575960159302,0.3221460282802582
14,2011-12-02,"Amazon's Latest Venture Drops Prices on TVs, Cameras, Earbuds, Grills and More",0.009090767242014408,0.9605729579925537,0.030336283147335052
15,2011-12-21,Amazon Falls 5% on Research in Motion Speculation,0.014398550614714622,0.9592372179031372,0.026364171877503395
16,2011-12-29,Amazon to Miss Q4 Revenues Amid a 15% Rise in U.S. Holiday Sales?,0.01043042540550232,0.9679613709449768,0.021608103066682816
17,2012-03-14,UPDATE: Amazon Announces Increased Prime Instant Video Selection via Digital Video License Agreement with Discovery Communications,0.9173839092254639,0.010565931908786297,0.23543478548526764
18,2012-03-20,"Groupon Analyst: Amazon Local Competing More with Living Social, Not a Major Threat to Groupon",0.7525994777679443,0.03144215792417526,0.21595832705497742
19,2012-03-27,"Acacia Subsidiary Enters into Settlement Agreement with Amazon.com, Inc.",0.828080415725708,0.07409583777189255,0.09782372415065765
20,2012-06-11,Piper Jaffray: Amazon and eBay Witness Slight Deceleration in May 2012,0.044331714510917664,0.9375228881835938,0.01814533770084381
21,2012-06-13,"Groupon Says Customer Satisfaction Rating is 83, Just Behind Amazon at 89",0.7096480131149292,0.03103070892393589,0.2593212425708771
22,2012-06-27,"Did Google Humiliate Apple, Amazon and Microsoft with New Product Announcements?",0.01915596053004265,0.7910048961639404,0.18983912467956543
23,2012-07-11,Brazil Oil Regulator Says Signs Everywhere Of Oil and gas In Amazon,0.6196972727775574,0.2186187356710434,0.1616840362548828
24,2012-07-16,Amazon Beware: Republicans Drop Opposition to Online Sales Tax,0.032121628522872925,0.6852218508720398,0.2826564610004425
25,2012-07-17,eBAY Seeing Weakness on US Patent Ruling which Allows Amazon to Enter Auction Space,0.10750828683376312,0.8658448457717896,0.026646813377738
26,2012-08-06,eBay Beats Amazon in Same-Day Shipping Race,0.8849823474884033,0.019394751638174057,0.09562289714813232
27,2012-08-13,Short Sellers Shy Away from Lowe's and Amazon.com,0.032484013587236404,0.6791775226593018,0.28833845257759094
28,2012-08-21,UPDATE: Barnes & Noble CEO Says Amazon Text-Book Sales Won't Hurt Company,0.8406980633735657,0.05308429151773453,0.10621760040521622
29,2012-08-30,Amazon Poses Unforeseen Threat to Apple as Kindle Fire Sells Out,0.020511550828814507,0.9387080669403076,0.04078034311532974
30,2012-09-07,Amazon Physically Expands Following Kindle Introductions,0.7289265990257263,0.016346246004104614,0.25472721457481384
31,2012-09-12,Amazon's New Shipping Plans May Cause Trouble for Kindle,0.010842172428965569,0.9643338322639465,0.024823978543281555
32,2012-10-23,eBay Enters Pact with Fedex With Shipping to Compete with Amazon; Sellers Will Get Shipping Discounts -Bloomberg,0.8370592594146729,0.015169164165854454,0.2869873344898224
33,2012-11-02,"iTunes Customers Are More Satisfied Than Netflix, Hulu and Amazon Prime Customers",0.8200508952140808,0.5431203842163086,0.42892855405807495
34,2012-12-06,"ebay Nov. Comps Up 27.4%, Amazon Same-Store Sales Up 43.7% - ChannelAdvisor",0.8852716088294983,0.05051324516534805,0.06421512365341187
35,2012-12-10,Amazon's $50 Kindle Fire Savings Comes with a Shocking Return Fee,0.33646896481513977,0.6210088133811951,0.04252227023243904
36,2013-01-03,"Amazon.com, Macy's, Sears Settle FTC Mislabeling Allegations",0.02007457986474037,0.5636980533599854,0.4162273406982422
37,2013-01-07,Amazon Leads Large Tech Stocks After Morgan Stanley Upgrade,0.49143075942993164,0.023648623377084732,0.4849206209182739
38,2013-01-08,"ChannelAdvisor Reporting eBay Comps During Dec Rose 22.2% YoY, Down 27.4% MoM, Amazon Comps Up 29.8% YoY, Down 13.9% MoM",0.03579159080982208,0.9495326280593872,0.08595825731754303
39,2013-03-05,Google's Rumored Target and Walmart Alliance Could Scare the Prime Out of Amazon,0.019537566229701042,0.8645756840705872,0.11588666588068008
40,2013-03-14,Amazon Hit After JPMorgan Says Profit Declining,0.1720959097146988,0.7504953145980835,0.07740876823663712
41,2013-03-18,Amazon's Worldwide Kindle Expansion to Continue in 2013,0.5780968070030212,0.008671422488987446,0.413231760263443
42,2013-03-28,"Appeals Court in NY Rejects Amazon.com, Overstock.com's Internet Tax Challenge",0.040984395891427994,0.5323114395141602,0.45150116086006165
43,2013-07-12,"Research Frontiers Files Patent Infringement Lawsuit Against Amazon, Barnes & Noble, E Ink and Sony",0.5613886117935181,0.8863199353218079,0.42882969975471497
44,2013-07-17,Ebay Falling Sharply on Poor Guidance; Amazon Shares Falling in Sympathy Move,0.009990628808736801,0.9702680706977844,0.019741196185350418
45,2013-08-01,Overstock.com Extends Promotion Pricing Books at Least 10% Below Amazon,0.7745217680931091,0.023295598104596138,0.20218268036842346
46,2013-08-13,"ChannelAdvisor Reporting eBay July Same-Store Sales Grew 20.4%, Amazon Comps Grew 24.9%",0.9265865087509155,0.03687295317649841,0.036540500819683075
47,2013-08-14,"13F from Tiger Global Shows New Stakes in Liquidated Stakes in Apple, Baidu, Disney, Dollar Tree, Google, Green Mountain, lululemon, JC Penney, Lowered Stakes in 3D Systems, Groupon, Mastercard, Visa, Netflix, Comcast, Raised Stakes in Amazon, Dollar Gene",0.7241599559783936,0.018405349925160408,0.25743475556373596
48,2013-08-19,Amazon Back Up After 30-Minute Outage (AMZN),0.6396328210830688,0.10414429754018784,0.2562228739261627
49,2013-10-09,Amazon Wins Over IBM in $600 Million CIA Cloud Contract Dispute,0.7252402901649475,0.018851349130272865,0.25590839982032776
50,2013-10-24,"Market Wrap for October 24: Microsoft, Amazon Earnings Cheer Investors as Stocks Rally",0.7593656778335571,0.06966028362512589,0.1709739863872528
51,2013-10-25,"Market Wrap for October 25: S&P 500 Hits New High as Amazon, Microsoft Cheer Investors",0.7980123162269592,0.036182694137096405,0.16580504179000854
52,2013-11-13,UPDATE: VMWare Falling Along with Citrix Systems on Amazon Virtual Desktop Announcement,0.008456708863377571,0.9736945033073425,0.028057018294930458
53,2013-11-14,"UPDATE: Jefferies' Fitzgerald Sees Possible Deals Between CafePress and Amazon, Wal-Mart, Says Could Be Interesting for the Co.'s Long-Term Story",0.78569495677948,0.008882761001586914,0.20542235672473907
54,2013-11-18,Groupon Spiked Higher on Unconfirmed Market Chatter of Potential Amazon Bid,0.9233598709106445,0.03021024353802204,0.04642993584275246
55,2013-11-25,"ChannelAdvisor Reports eBay's Same-Store Sales Were Up 12.9% in Third Week of Nov., Amazon Comps Up 22.3% in Same Week",0.9533379077911377,0.01972019113600254,0.02694184146821499
56,2013-11-29,"ChannelAdvisor Says Amazon Thanksgiving Day Comp Sales Up 30.7% YoY, eBay Comps Up 26.2%",0.9488728046417236,0.02343285083770752,0.027694255113601685
57,2013-12-02,AeroVironment Shares Trading Slightly Higher Pre-Market on Bezos 60 Minutes Comments on Potential Amazon Deliveries by Drone,0.793844997882843,0.042307499796152115,0.163847416639328
58,2013-12-26,"UPS Shares Quiet Amid Raised FedEx Target at Argus, Story Amazon Will Be Refunding Customers Shipping Costs as UPS Missed Some Deliveries",0.2938905954360962,0.6722426414489746,0.03386678919196129
59,2014-01-06,"Samsung Signs Content Deals with Amazon, Netflix, Fox",0.8771138191223145,0.010788199491798878,0.18720266222953796
60,2014-01-31,Mid-Afternoon Market Update: Boyd Gaming Rallies as Amazon Falls After Disappointing the Street,0.09616238623857498,0.9364944696426392,0.030238952487707138
61,2014-03-13,"UPS Shares Move Lower, May be Attributed to March 6 Article on Amazon Changing Carriers",0.009625240229070187,0.965154767036438,0.02522001788020134
62,2014-04-04,Mad Catz Interactive Shares Moving Higher; May be Attributed to Report It is Part of Amazon's Fire TV,0.9002044200897217,0.06479746848344803,0.0349980853497982
63,2014-04-06,"Amazon Prime Surpasses Hulu, Apple In Video Bandwidth",0.624392032623291,0.012753653340041637,0.3628544211387634
64,2014-04-08,ChannelAdvisor Reports Amazon and eBay Same-Store Sales; Analysts Weigh In,0.7566670179367065,0.8105826377868652,0.18740220367908478
65,2014-05-02,Amazon Expanding And Improving Same-Day Delivery,0.9294347763061523,0.011597930453717709,0.05896734073758125
66,2014-05-06,From Activision Call: Apple and Amazon Will Be Looking to Do More Exclusive Game Titles,0.5965058207511902,0.013178573921322823,0.39031562209129333
67,2014-06-10,Two Companies Amazon Could Challenge With New Local Marketplace Offering,0.7187047004699707,0.02468946948647499,0.25660577416419983
68,2014-06-13,Benzinga Weekly Preview: New Amazon Smartphone Makes Its Debut,0.7946553826332092,0.010435191914439201,0.19490937888622284
69,2014-06-17,Amazon's Smartphone To Complete 'Retail Connection',0.6795175075531006,0.009306592866778374,0.31117600202560425
70,2014-06-18,UPDATE: BlackBerry Shares Rise 7% Premarket on Amazon App Store Deal,0.9309018850326538,0.03441319987177849,0.27575036883354187
71,2014-06-25,"Shares of GrubHub Tumble as TechCrunch Runs: 'Amazon Is Quietly Launching A Local Takeout Service To Rival GrubHub, Seamless And DeliveryHero'",0.010704612359404564,0.9623721241950989,0.027907781302928925
72,2014-06-26,India Economic Times Reports Infosys Head Narayana Murthy to Partner With Amazon for E-Commerce Business in India,0.6048504710197449,0.01185868214815855,0.3832909166812897
